Area,Month,ID,Name,Type,Period_1_20,Period_21_30
"PRIANGAN_BARAT","JUL","3253200603","HALAMAN STO BOJONG LOPANG","HALAMAN","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","JUL","3253200804","HALAMAN STO CIBADAK","HALAMAN","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","JUL","3253201304","HALAMAN STO CIMANGKOK","HALAMAN","SUBMITTED","NONE"
"PRIANGAN_BARAT","JUL","3253201603","HALAMAN STO KALAPA NUNGGAL","HALAMAN","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","JUL","3253201704","HALAMAN STO NYALINDUNG","HALAMAN","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","JUL","3253201903","HALAMAN STO SAGARANTEN","HALAMAN","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","JUL","2143201202","GUDANG CIAPUS","GUDANG","SUBMITTED","NONE"
"PRIANGAN_BARAT","AGU","2143200605","HALAMAN SROM GUNUNG GEULIS","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143200904","HALAMAN STO CARINGIN","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201003","HALAMAN STO CARIU","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201203","HALAMAN STO CIAPUS","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201304","HALAMAN STO CIAWI BOGOR","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201405","HALAMAN STO CIBINONG","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201502","HALAMAN STO CIGUDEG","HALAMAN","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","AGU","2143201603","HALAMAN STO CIJAYANTI","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201704","HALAMAN STO CIJERUK","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201804","HALAMAN STO / PLASA CILEUNGSI","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201805","HALAMAN STO CILEUNGSI","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143202303","HALAMAN STO CITEUREUP","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143202403","HALAMAN STO DRAMAGA","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143202504","HALAMAN STO GUNUNG PUTRI","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143202603","HALAMAN STO JASINGA","HALAMAN","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","AGU","2143202703","HALAMAN STO JONGGOL","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143202802","HALAMAN STO KEDUNG HALANG","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143203004","HALAMAN STO LEUWILIANG","HALAMAN","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","AGU","2143203502","HALAMAN STO PASIR MAUNG","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143203604","HALAMAN STO SEMPLAK","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143203902","HALAMAN STO TAJUR HALANG","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","3253200105","HALAMAN WITEL SUKABUMI","HALAMAN","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","AGU","3253200603","HALAMAN STO BOJONG LOPANG","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","3253200804","HALAMAN STO CIBADAK","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","3253201304","HALAMAN STO CIMANGKOK","HALAMAN","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","AGU","3253201603","HALAMAN STO KALAPA NUNGGAL","HALAMAN","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","AGU","3253201704","HALAMAN STO NYALINDUNG","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","3253201804","HALAMAN STO PELABUHAN RATU","HALAMAN","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","AGU","3253201903","HALAMAN STO SAGARANTEN","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","3253202203","HALAMAN STO TANGGEUNG","HALAMAN","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143200202","GUDANG MSC CIBINONG","GUDANG","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143200302","GUDANG PLASA CIBINONG","GUDANG","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","AGU","2143200304","PLASA CIBINONG","UTILITY","APPROVED","NOT APPROVED"
"PRIANGAN_BARAT","AGU","2143200602","GUDANG SROM GUNUNG GEULIS","GUDANG","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143200604","SROM GUNUNG GEULIS","UTILITY","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143200702","GUDANG BOGOR CENTRUM","GUDANG","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143200902","GUDANG CARINGIN","GUDANG","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201002","GUDANG CARIU","GUDANG","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201202","GUDANG CIAPUS","GUDANG","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201302","GUDANG CIAWI","GUDANG","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201402","GUDANG STO CIBINONG","GUDANG","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201602","GUDANG CIJAYANTI","GUDANG","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201702","GUDANG CIJERUK","GUDANG","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143201802","GUDANG CILEUNGSI","GUDANG","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143202102","GUDANG CISARUA BOGOR","GUDANG","OPEN","NONE"
"PRIANGAN_BARAT","AGU","2143202302","GUDANG CITEUREUP","GUDANG","OPEN","NONE"
