Status,Month,ID,Name,Type
"SUBMITTED","SEP","3213200105","HALAMAN PLASA TELKOM SUPRATMAN","HALAMAN"
"SUBMITTED","SEP","3213201003","HALAMAN STO CIJAURA","HALAMAN"
"SUBMITTED","SEP","3213201203","HALAMAN STO KOPO","HALAMAN"
"SUBMITTED","SEP","3213201603","HALAMAN STO TEGALEGA","HALAMAN"
"SUBMITTED","SEP","3223201303","HALAMAN STO CILILIN","HALAMAN"
"SUBMITTED","SEP","3223202304","HALAMAN STO SOREANG","HALAMAN"
"SUBMITTED","SEP","3213200103","GUDANG PLASA SUPRATMAN","GUDANG"
"SUBMITTED","SEP","3213200201","GUDANG ARNET AHMAD YANI","GUDANG"
"SUBMITTED","SEP","3213200401F","GMP BANDUNG","SARANA OLAHRAGA"
"SUBMITTED","SEP","3213200403","GUDANG GMP BANDUNG","GUDANG"
"SUBMITTED","SEP","3213200405","GMP BANDUNG","UTILITY"
"SUBMITTED","SEP","3213200702","GUDANG PLASA SUMEDANG","GUDANG"
"SUBMITTED","SEP","3213200902","RUMDIN WASTUKENCANA","UTILITY"
"SUBMITTED","SEP","3213201402","GUDANG STO SUMEDANG","GUDANG"
"SUBMITTED","SEP","3213201502","GUDANG TANJUNGSARI","GUDANG"
"SUBMITTED","SEP","3213202201","GUDANG TELKOM CISANGGARUNG","GUDANG"
"SUBMITTED","SEP","3213202202","TELKOM CISANGGARUNG","UTILITY"
"SUBMITTED","SEP","3213202302","GUDANG DHARMA WANITA","GUDANG"
"SUBMITTED","SEP","3213202502","GUDANG WITEL BANDUNG","GUDANG"
"SUBMITTED","SEP","3213202504","WITEL BANDUNG","UTILITY"
"SUBMITTED","SEP","3213203703","GUDANG GT SEKAR","GUDANG"
"SUBMITTED","SEP","3213204704","GT BENGAWAN 81","GUDANG"
"SUBMITTED","SEP","3213205229","GUDANG GEDUNG AULA","GUDANG"
"SUBMITTED","SEP","3223200102","GUDANG WITEL BANDUNG BARAT","GUDANG"
"SUBMITTED","SEP","3223200202","EKS CATEL PANGALENGAN","UTILITY"
"SUBMITTED","SEP","3223200303","EKS CATEL PADALARANG","UTILITY"
"SUBMITTED","SEP","3223200402","GUDANG ARSIP DAYEUH KOLOT / EKS NETRE","GUDANG"
"SUBMITTED","SEP","3223200602","GUDANG PLASA BAROS","GUDANG"
"SUBMITTED","SEP","3223200603","PLASA BAROS","UTILITY"
"SUBMITTED","SEP","3223201403","GUDANG STO CIMAHI","GUDANG"
"SUBMITTED","SEP","3223201702","GUDANG CIWIDEY","GUDANG"
"SUBMITTED","SEP","3223201902","GUDANG LEMBANG","GUDANG"
"SUBMITTED","SEP","3223201903","STO LEMBANG","UTILITY"
"SUBMITTED","SEP","3223202003","GUDANG MAJALAYA","GUDANG"
"SUBMITTED","SEP","3223202302","GUDANG SOREANG","GUDANG"
"SUBMITTED","SEP","3223202602","STO BOJONGWARU","UTILITY"
"SUBMITTED","SEP","3223202603","GUDANG BOJONGWARU","GUDANG"
"SUBMITTED","SEP","3223202802","GUDANG MESS PALAPA SOREANG","GUDANG"
"SUBMITTED","SEP","3213200102","PLASA SUPRATMAN","OFFICE"
"SUBMITTED","SEP","3213200104","GEDUNG KOSONG PLASA SUPRATMAN","IDLE"
"SUBMITTED","SEP","3213200202","ARNET AHMAD YANI","OFFICE"
"SUBMITTED","SEP","3213200401D","GMP BANDUNG","OFFICE"
"SUBMITTED","SEP","3213200401E","GMP BANDUNG","RUANG IBADAH"
"SUBMITTED","SEP","3213200404","GEDUNG KOSONG GMP BANDUNG","IDLE"
"SUBMITTED","SEP","3213201002","GEDUNG KOSONG CIJAURA","IDLE"
"SUBMITTED","SEP","3213201201","PLASA / STO KOPO","OFFICE"
"SUBMITTED","SEP","3213201202","GEDUNG KOSONG KOPO","IDLE"
"SUBMITTED","SEP","3213201301","STO SADANG SERANG","OFFICE"
"SUBMITTED","SEP","3213201401","STO SUMEDANG","OFFICE"
"SUBMITTED","SEP","3213201501","STO TANJUNGSARI","OFFICE"
"SUBMITTED","SEP","3213201601","STO TEGALEGA","OFFICE"
"SUBMITTED","SEP","3213201602","GEDUNG KOSONG TEGALEGA","IDLE"
"SUBMITTED","SEP","3213201701","STO TURANGGA","OFFICE"
"SUBMITTED","SEP","3213201802","PLASA UJUNG BERUNG","OFFICE"
"SUBMITTED","SEP","3213201803","GEDUNG KOSONG PLASA UJUNG BERUNG","IDLE"
"SUBMITTED","SEP","3213202301","TELKOM DHARMA WANITA","OFFICE"
"SUBMITTED","SEP","3213202403","GT WAHIDIN","IDLE"
"SUBMITTED","SEP","3213202503","GEDUNG KOSONG WITEL BANDUNG","IDLE"
"SUBMITTED","SEP","3213204703","GT BENGAWAN 81","OFFICE"
"SUBMITTED","SEP","3213205201","STO / PLASA GEGER KALONG","OFFICE"
"SUBMITTED","SEP","3213205231","GEDUNG KOSONG STO GEGERKALONG","IDLE"
"SUBMITTED","SEP","3223200101","WITEL BANDUNG BARAT","OFFICE"
"SUBMITTED","SEP","3223200103","GEDUNG KOSONG WITEL BANDUNG BARAT","IDLE"
"SUBMITTED","SEP","3223200201","EKS CATEL PANGALENGAN","OFFICE"
"SUBMITTED","SEP","3223200301","PLASA / EKS CATEL PADALARANG","OFFICE"
"SUBMITTED","SEP","3223200302","GEDUNG KOSONG PADALARANG","IDLE"
"SUBMITTED","SEP","3223200601","PLASA BAROS","OFFICE"
"SUBMITTED","SEP","3223200801","PLASA / STO BANJARAN","OFFICE"
"SUBMITTED","SEP","3223200901","STO BATUJAJAR","OFFICE"
"SUBMITTED","SEP","3223200902","GEDUNG KOSONG BATUJAJAR","IDLE"
"SUBMITTED","SEP","3223201001","STO CICALENGKA","OFFICE"
"SUBMITTED","SEP","3223201002","GEDUNG KOSONG CICALENGKA","IDLE"
"SUBMITTED","SEP","3223201101","STO CIHALIWUNG","OFFICE"
